Facultad,Carrera,ID_Estudiante,Brigada,Semestre,Respeto a los horarios,Disponibilidad de aulas,Facilidad para el E.I.,Bibliografía/Internet,Carga de trabajo,Ocio
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0028,FA5,2025-2,9,4,7,4,4,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0029,FA4,2025-2,5,7,5,4,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0030,FA2,2025-2,8,8,8,6,8,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0031,FA5,2025-2,9,5,6,6,6,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0032,FA2,2025-2,7,5,4,8,4,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0033,FA1,2025-2,5,7,6,8,4,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0034,FA9,2025-2,8,9,7,7,5,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0035,FA2,2025-2,4,5,5,6,7,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0036,FA5,2025-2,5,7,6,6,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0037,FA2,2025-2,8,5,5,6,6,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0038,FA4,2025-2,8,7,8,8,8,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0039,FA9,2025-2,5,6,5,7,4,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0040,FA8,2025-2,6,6,6,7,8,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0041,FA9,2025-2,8,8,4,4,7,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0042,FA2,2025-2,6,5,4,6,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0043,FA8,2025-2,6,7,8,8,7,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0044,FA9,2025-2,5,9,6,7,6,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0045,FA8,2025-2,7,5,9,6,5,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0046,FA9,2025-2,6,5,4,8,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0047,FA2,2025-2,7,4,6,6,8,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0048,FA8,2025-2,6,8,9,6,5,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0049,FA4,2025-2,8,4,5,7,5,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0050,FA3,2025-2,5,8,8,5,9,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0051,FA3,2025-2,6,7,4,8,9,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0052,FA2,2025-2,5,7,7,7,4,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0053,FA2,2025-2,4,4,7,8,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0054,FA8,2025-2,6,4,5,9,6,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0055,FA3,2025-2,5,6,6,6,6,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0056,FA8,2025-2,8,4,5,5,8,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0057,FA5,2025-2,8,7,8,9,7,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0058,FA8,2025-2,8,8,5,6,9,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0059,FA5,2025-2,7,6,7,8,6,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0060,FA7,2025-2,9,6,5,5,7,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0061,FA1,2025-2,7,5,5,6,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0062,FA7,2025-2,6,6,9,7,4,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0063,FA7,2025-2,8,6,5,8,7,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0064,FA5,2025-2,6,4,8,7,6,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0065,FA7,2025-2,6,8,7,9,5,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0066,FA9,2025-2,7,8,4,4,7,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0067,FA9,2025-2,7,5,5,8,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0068,FA4,2025-2,7,7,6,8,4,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0069,FA6,2025-2,4,6,5,9,7,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0070,FA3,2025-2,7,6,6,8,9,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0071,FA4,2025-2,7,9,7,9,8,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0072,FA5,2025-2,9,6,8,8,4,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0073,FA9,2025-2,5,5,8,5,5,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0074,FA5,2025-2,7,5,8,5,5,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0075,FA4,2025-2,8,6,6,6,5,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0076,FA4,2025-2,6,5,6,4,8,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0077,FA5,2025-2,9,5,6,7,5,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0078,FA2,2025-2,8,5,8,7,4,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0079,FA1,2025-2,7,4,9,5,8,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0080,FA5,2025-2,5,5,8,5,8,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0081,FA9,2025-2,9,9,6,6,9,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0082,FA8,2025-2,5,6,5,4,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0083,FA5,2025-2,8,5,7,9,8,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0084,FA3,2025-2,8,9,8,7,5,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0085,FA5,2025-2,6,5,5,8,7,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0086,FA8,2025-2,5,8,7,7,6,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0087,FA3,2025-2,5,6,7,6,5,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0088,FA8,2025-2,8,4,9,5,5,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0089,FA6,2025-2,4,8,6,5,5,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0090,FA5,2025-2,8,7,4,6,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0091,FA3,2025-2,7,8,8,8,8,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0092,FA8,2025-2,7,7,7,6,7,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0093,FA2,2025-2,5,5,6,8,6,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0094,FA4,2025-2,9,5,7,5,4,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0095,FA1,2025-2,6,8,5,4,7,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,FA3,2025-2,6,6,8,8,8,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,FA9,2025-2,7,5,7,5,4,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,FA5,2025-2,8,5,8,7,4,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,FA2,2025-2,7,8,8,9,9,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,FA2,2025-2,8,7,6,6,7,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,FA2,2025-2,8,6,6,8,9,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,FA9,2025-2,5,5,4,8,9,4
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,FA7,2025-2,4,5,8,7,7,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,FA9,2025-2,7,4,7,8,7,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,FA5,2025-2,5,5,4,4,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,FA8,2025-2,9,7,5,6,5,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,FA5,2025-2,4,9,8,4,7,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,FA1,2025-2,6,8,7,5,6,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,FA7,2025-2,5,6,5,8,4,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,FA9,2025-2,7,8,5,8,9,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,FA1,2025-2,4,6,8,4,8,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,FA9,2025-2,5,7,5,7,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,FA1,2025-2,9,8,6,6,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,FA8,2025-2,8,6,8,4,9,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,FA4,2025-2,8,8,9,6,6,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,FA2,2025-2,6,8,4,8,5,5
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,FA5,2025-2,6,7,7,6,5,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,FA7,2025-2,9,5,8,5,6,9
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,FA3,2025-2,9,6,9,7,6,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,FA6,2025-2,5,5,4,5,6,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,FA6,2025-2,6,4,7,8,5,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,FA9,2025-2,7,8,5,6,4,8
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,FA5,2025-2,4,6,9,6,7,6
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,FA7,2025-2,7,6,7,5,9,7
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,FA1,2025-2,9,8,6,4,7,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,IF2,2025-2,8,5,7,7,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,IF1,2025-2,8,7,7,7,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,IF1,2025-2,5,5,8,9,7,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,IF2,2025-2,7,7,5,5,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,IF1,2025-2,5,5,4,6,5,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,IF4,2025-2,6,7,7,6,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,IF4,2025-2,4,7,8,8,6,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,IF3,2025-2,7,7,8,5,6,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,IF2,2025-2,6,7,7,4,7,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,IF3,2025-2,6,6,8,6,5,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,IF4,2025-2,7,4,7,4,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,IF8,2025-2,8,8,5,8,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,IF8,2025-2,7,7,9,7,9,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,IF4,2025-2,6,6,5,7,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,IF3,2025-2,6,4,7,8,9,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,IF6,2025-2,8,4,6,7,4,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,IF9,2025-2,8,8,5,9,4,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,IF9,2025-2,6,8,5,8,9,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,IF9,2025-2,7,6,5,6,9,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0020,IF9,2025-2,5,7,9,7,5,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0021,IF7,2025-2,7,6,8,9,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0022,IF7,2025-2,8,6,4,8,5,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0023,IF7,2025-2,6,5,8,8,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0024,IF6,2025-2,5,6,4,8,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0025,IF2,2025-2,8,6,7,4,9,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0026,IF6,2025-2,9,6,4,6,7,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0027,IF1,2025-2,7,7,5,5,7,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0028,IF4,2025-2,5,7,8,9,6,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0029,IF9,2025-2,5,4,8,5,5,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0030,IF9,2025-2,5,9,5,5,6,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0031,IF1,2025-2,5,9,9,6,6,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0032,IF3,2025-2,6,6,5,6,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0033,IF6,2025-2,6,8,4,8,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0034,IF3,2025-2,9,7,8,9,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0035,IF9,2025-2,7,4,8,6,7,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0036,IF9,2025-2,6,6,8,5,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0037,IF6,2025-2,6,5,8,6,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0038,IF1,2025-2,9,8,7,5,6,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0039,IF2,2025-2,7,9,9,5,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0040,IF8,2025-2,7,6,5,8,5,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0041,IF7,2025-2,7,5,5,9,6,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0042,IF6,2025-2,6,6,5,5,9,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0043,IF7,2025-2,8,9,5,6,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0044,IF1,2025-2,8,4,6,4,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0045,IF4,2025-2,4,6,5,6,5,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0046,IF1,2025-2,5,6,9,9,5,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0047,IF6,2025-2,8,7,7,7,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0048,IF4,2025-2,7,6,6,5,6,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0049,IF3,2025-2,7,7,5,6,9,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0050,IF2,2025-2,9,9,6,5,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0051,IF8,2025-2,4,9,8,8,4,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0052,IF4,2025-2,6,6,5,5,9,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0053,IF6,2025-2,6,6,5,5,7,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0054,IF3,2025-2,8,6,5,6,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0055,IF2,2025-2,7,8,6,7,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0056,IF1,2025-2,7,5,5,4,5,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0057,IF7,2025-2,6,5,6,7,5,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0058,IF5,2025-2,9,7,7,8,4,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0059,IF2,2025-2,6,4,8,5,9,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0060,IF9,2025-2,8,8,9,5,9,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0061,IF2,2025-2,6,5,4,6,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0062,IF9,2025-2,5,6,7,5,4,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0063,IF8,2025-2,8,7,4,6,5,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0064,IF5,2025-2,6,8,6,6,6,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0065,IF9,2025-2,8,8,9,5,8,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0066,IF9,2025-2,6,8,8,6,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0067,IF8,2025-2,6,5,8,5,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0068,IF1,2025-2,8,5,8,7,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0069,IF9,2025-2,8,4,7,8,8,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0070,IF3,2025-2,6,6,9,7,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0071,IF2,2025-2,6,5,8,8,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0072,IF1,2025-2,7,7,8,6,5,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0073,IF8,2025-2,8,6,8,6,5,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0074,IF8,2025-2,8,8,6,6,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0075,IF4,2025-2,8,8,6,5,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0076,IF9,2025-2,7,8,6,8,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0077,IF8,2025-2,6,6,6,4,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0078,IF1,2025-2,9,7,6,7,5,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0079,IF7,2025-2,4,6,6,8,6,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0080,IF1,2025-2,5,7,7,7,7,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0081,IF6,2025-2,8,5,6,8,9,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0082,IF4,2025-2,6,7,4,6,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0083,IF2,2025-2,7,5,4,5,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0084,IF5,2025-2,5,9,8,9,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0085,IF6,2025-2,5,9,6,7,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0086,IF7,2025-2,7,6,7,4,8,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0087,IF9,2025-2,5,5,5,5,6,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0088,IF4,2025-2,5,8,8,6,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0089,IF7,2025-2,5,5,7,5,9,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0090,IF1,2025-2,7,6,5,6,6,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0091,IF3,2025-2,5,5,5,8,9,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0092,IF5,2025-2,7,7,4,7,8,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0093,IF6,2025-2,7,9,5,9,7,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0094,IF3,2025-2,9,7,4,4,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0095,IF6,2025-2,9,7,6,6,6,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0096,IF8,2025-2,7,7,5,9,6,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0097,IF1,2025-2,6,5,8,9,5,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0098,IF5,2025-2,7,5,8,5,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0099,IF7,2025-2,7,5,9,7,9,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0100,IF7,2025-2,8,6,9,4,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0101,IF5,2025-2,8,8,7,8,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0102,IF6,2025-2,8,7,4,6,5,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0103,IF8,2025-2,7,7,9,8,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0104,IF6,2025-2,8,7,5,7,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0105,IF9,2025-2,9,9,6,6,5,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0106,IF5,2025-2,7,7,8,5,6,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0107,IF1,2025-2,8,6,8,6,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0108,IF7,2025-2,6,5,5,6,8,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0109,IF1,2025-2,5,5,7,7,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0110,IF2,2025-2,7,8,6,8,9,4
IFAL,Licenciatura en Farmacia,IFAL-LIC-0111,IF7,2025-2,6,8,8,8,9,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0112,IF5,2025-2,6,6,8,7,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0113,IF2,2025-2,7,7,5,6,9,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0114,IF3,2025-2,5,9,8,6,7,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0115,IF8,2025-2,7,7,6,6,5,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0116,IF3,2025-2,8,9,7,5,8,6
IFAL,Licenciatura en Farmacia,IFAL-LIC-0117,IF7,2025-2,5,6,7,5,5,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0118,IF6,2025-2,6,5,7,4,9,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0119,IF8,2025-2,7,9,5,8,7,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0120,IF1,2025-2,6,4,4,5,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0121,IF5,2025-2,7,6,8,6,5,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0122,IF4,2025-2,6,9,5,4,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0123,IF5,2025-2,6,7,4,8,8,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0124,IF7,2025-2,8,4,8,9,4,9
IFAL,Licenciatura en Farmacia,IFAL-LIC-0125,IF1,2025-2,7,5,7,7,6,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0126,IF5,2025-2,9,9,8,5,6,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0127,IF3,2025-2,5,6,5,6,9,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0128,IF3,2025-2,7,8,5,8,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0129,IF3,2025-2,4,8,8,6,4,7
IFAL,Licenciatura en Farmacia,IFAL-LIC-0130,IF3,2025-2,6,5,7,8,8,5
IFAL,Licenciatura en Farmacia,IFAL-LIC-0131,IF5,2025-2,8,8,6,6,7,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0132,IF2,2025-2,6,8,9,8,8,8
IFAL,Licenciatura en Farmacia,IFAL-LIC-0133,IF7,2025-2,4,6,6,5,6,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0001,IF5,2025-2,9,8,6,7,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0002,IF9,2025-2,8,7,8,7,4,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0003,IF1,2025-2,5,5,4,6,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0004,IF4,2025-2,5,5,4,8,6,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0005,IF7,2025-2,5,6,5,6,5,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0006,IF8,2025-2,5,4,8,7,4,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0007,IF7,2025-2,4,6,5,5,8,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0008,IF7,2025-2,9,8,8,9,7,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0009,IF5,2025-2,9,6,7,4,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0010,IF9,2025-2,9,7,4,4,7,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0011,IF4,2025-2,8,5,4,6,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0012,IF4,2025-2,9,6,5,9,6,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0013,IF6,2025-2,6,7,6,6,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0014,IF2,2025-2,8,6,6,8,9,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0015,IF8,2025-2,6,4,4,8,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0016,IF9,2025-2,9,7,7,5,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0017,IF5,2025-2,5,5,9,7,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0018,IF1,2025-2,6,7,4,8,5,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0019,IF1,2025-2,9,7,8,5,8,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0020,IF6,2025-2,8,5,6,5,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0021,IF1,2025-2,7,8,8,5,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0022,IF9,2025-2,7,6,5,5,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0023,IF1,2025-2,8,7,5,5,7,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0024,IF6,2025-2,5,6,4,7,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0025,IF6,2025-2,7,7,8,7,7,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0026,IF2,2025-2,7,4,7,8,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0027,IF2,2025-2,5,5,8,9,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0028,IF2,2025-2,5,8,8,5,8,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0029,IF8,2025-2,9,4,5,7,9,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0030,IF2,2025-2,9,9,5,8,6,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0031,IF5,2025-2,6,6,8,6,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0032,IF4,2025-2,5,5,5,7,5,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0033,IF4,2025-2,5,7,7,5,8,5
