Facultad,Carrera,ID_Estudiante,Asignatura,Semestre,Nota,Créditos,Profesor
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0095,Metodología de la Investigación,2025-2,5,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,Metodología de la Investigación,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,Filosofía,2025-2,5,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,Educación Física,2025-2,2,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,Historia de Cuba,2025-2,3,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0096,Idioma Inglés,2025-2,2,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,Filosofía,2025-2,4,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,Metodología de la Investigación,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,Idioma Inglés,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,Educación Física,2025-2,4,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0097,Historia de Cuba,2025-2,4,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,Idioma Inglés,2025-2,4,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,Educación Física,2025-2,4,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,Historia de Cuba,2025-2,3,2,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,Metodología de la Investigación,2025-2,4,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0098,Filosofía,2025-2,4,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,Filosofía,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,Historia de Cuba,2025-2,4,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,Educación Física,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,Idioma Inglés,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0099,Metodología de la Investigación,2025-2,3,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,Metodología de la Investigación,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,Historia de Cuba,2025-2,3,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,Filosofía,2025-2,3,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,Educación Física,2025-2,5,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0100,Idioma Inglés,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,Historia de Cuba,2025-2,4,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,Educación Física,2025-2,3,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,Filosofía,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0101,Metodología de la Investigación,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,Educación Física,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,Idioma Inglés,2025-2,3,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,Filosofía,2025-2,5,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0102,Historia de Cuba,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,Idioma Inglés,2025-2,4,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,Historia de Cuba,2025-2,5,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,Metodología de la Investigación,2025-2,4,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,Filosofía,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0103,Educación Física,2025-2,3,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,Educación Física,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,Historia de Cuba,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,Metodología de la Investigación,2025-2,5,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,Idioma Inglés,2025-2,4,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0104,Filosofía,2025-2,4,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,Metodología de la Investigación,2025-2,3,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,Filosofía,2025-2,4,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,Idioma Inglés,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,Educación Física,2025-2,4,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0105,Historia de Cuba,2025-2,5,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,Idioma Inglés,2025-2,2,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,Metodología de la Investigación,2025-2,4,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,Filosofía,2025-2,5,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,Educación Física,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0106,Historia de Cuba,2025-2,2,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,Filosofía,2025-2,5,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,Metodología de la Investigación,2025-2,3,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,Educación Física,2025-2,3,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,Historia de Cuba,2025-2,4,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0107,Idioma Inglés,2025-2,3,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,Educación Física,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,Idioma Inglés,2025-2,3,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,Historia de Cuba,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,Filosofía,2025-2,4,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0108,Metodología de la Investigación,2025-2,3,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,Filosofía,2025-2,5,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,Historia de Cuba,2025-2,4,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,Idioma Inglés,2025-2,5,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,Metodología de la Investigación,2025-2,4,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0109,Educación Física,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,Educación Física,2025-2,4,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,Metodología de la Investigación,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,Idioma Inglés,2025-2,4,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,Historia de Cuba,2025-2,5,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0110,Filosofía,2025-2,5,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,Idioma Inglés,2025-2,4,2,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,Metodología de la Investigación,2025-2,5,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,Filosofía,2025-2,5,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,Historia de Cuba,2025-2,2,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0111,Educación Física,2025-2,5,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,Historia de Cuba,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,Filosofía,2025-2,4,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,Metodología de la Investigación,2025-2,5,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,Educación Física,2025-2,5,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0112,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,Idioma Inglés,2025-2,3,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,Historia de Cuba,2025-2,4,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,Educación Física,2025-2,4,2,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,Filosofía,2025-2,5,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0113,Metodología de la Investigación,2025-2,4,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,Idioma Inglés,2025-2,3,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,Historia de Cuba,2025-2,2,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,Educación Física,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,Filosofía,2025-2,4,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0114,Metodología de la Investigación,2025-2,5,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,Historia de Cuba,2025-2,5,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,Filosofía,2025-2,4,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,Metodología de la Investigación,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0115,Educación Física,2025-2,4,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,Idioma Inglés,2025-2,3,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,Filosofía,2025-2,2,4,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,Historia de Cuba,2025-2,4,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,Metodología de la Investigación,2025-2,3,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0116,Educación Física,2025-2,2,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,Historia de Cuba,2025-2,3,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,Filosofía,2025-2,3,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,Idioma Inglés,2025-2,3,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,Educación Física,2025-2,3,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0117,Metodología de la Investigación,2025-2,2,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,Educación Física,2025-2,5,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,Idioma Inglés,2025-2,5,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,Filosofía,2025-2,4,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,Historia de Cuba,2025-2,3,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0118,Metodología de la Investigación,2025-2,4,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,Educación Física,2025-2,5,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,Historia de Cuba,2025-2,5,2,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,Idioma Inglés,2025-2,4,2,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,Filosofía,2025-2,5,2,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0119,Metodología de la Investigación,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,Educación Física,2025-2,3,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,Idioma Inglés,2025-2,5,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,Historia de Cuba,2025-2,2,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,Filosofía,2025-2,3,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0120,Metodología de la Investigación,2025-2,3,3,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,Metodología de la Investigación,2025-2,4,3,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,Educación Física,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,Filosofía,2025-2,4,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,Idioma Inglés,2025-2,2,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0121,Historia de Cuba,2025-2,3,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,Metodología de la Investigación,2025-2,3,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,Educación Física,2025-2,4,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,Idioma Inglés,2025-2,2,4,Prof. Pérez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,Filosofía,2025-2,3,4,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0122,Historia de Cuba,2025-2,4,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,Metodología de la Investigación,2025-2,4,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,Historia de Cuba,2025-2,2,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,Filosofía,2025-2,2,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,Educación Física,2025-2,3,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0123,Idioma Inglés,2025-2,4,2,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,Metodología de la Investigación,2025-2,4,4,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,Idioma Inglés,2025-2,5,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,Filosofía,2025-2,4,3,Prof. Martínez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,Historia de Cuba,2025-2,5,3,Prof. González
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0124,Educación Física,2025-2,4,4,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,Historia de Cuba,2025-2,5,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,Educación Física,2025-2,2,2,Prof. García
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,Filosofía,2025-2,2,2,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,Idioma Inglés,2025-2,2,3,Prof. Rodríguez
FAYL,Licenciatura en Historia del Arte,FAYL-LIC-0125,Metodología de la Investigación,2025-2,5,3,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,Historia de Cuba,2025-2,5,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,Metodología de la Investigación,2025-2,4,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,Educación Física,2025-2,3,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,Idioma Inglés,2025-2,5,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0001,Filosofía,2025-2,3,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,Idioma Inglés,2025-2,4,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,Educación Física,2025-2,2,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,Historia de Cuba,2025-2,2,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,Filosofía,2025-2,5,3,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0002,Metodología de la Investigación,2025-2,2,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,Idioma Inglés,2025-2,3,4,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,Historia de Cuba,2025-2,2,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,Filosofía,2025-2,4,3,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0003,Educación Física,2025-2,2,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,Filosofía,2025-2,4,3,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,Metodología de la Investigación,2025-2,5,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,Educación Física,2025-2,3,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,Idioma Inglés,2025-2,4,3,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0004,Historia de Cuba,2025-2,2,4,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,Filosofía,2025-2,4,4,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,Metodología de la Investigación,2025-2,4,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,Educación Física,2025-2,3,3,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,Idioma Inglés,2025-2,3,4,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0005,Historia de Cuba,2025-2,4,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,Metodología de la Investigación,2025-2,3,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,Idioma Inglés,2025-2,3,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,Educación Física,2025-2,3,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,Historia de Cuba,2025-2,2,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0006,Filosofía,2025-2,4,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,Historia de Cuba,2025-2,3,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,Educación Física,2025-2,4,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,Metodología de la Investigación,2025-2,4,2,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,Idioma Inglés,2025-2,3,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0007,Filosofía,2025-2,3,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,Educación Física,2025-2,2,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,Filosofía,2025-2,4,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,Idioma Inglés,2025-2,4,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0008,Historia de Cuba,2025-2,5,3,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,Educación Física,2025-2,2,3,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,Metodología de la Investigación,2025-2,4,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,Historia de Cuba,2025-2,4,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,Filosofía,2025-2,3,3,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0009,Idioma Inglés,2025-2,2,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,Filosofía,2025-2,4,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,Historia de Cuba,2025-2,4,4,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,Metodología de la Investigación,2025-2,3,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,Educación Física,2025-2,4,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0010,Idioma Inglés,2025-2,4,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,Filosofía,2025-2,5,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,Educación Física,2025-2,5,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,Historia de Cuba,2025-2,5,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,Metodología de la Investigación,2025-2,3,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0011,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,Metodología de la Investigación,2025-2,4,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,Filosofía,2025-2,3,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,Educación Física,2025-2,4,4,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,Idioma Inglés,2025-2,3,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0012,Historia de Cuba,2025-2,3,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,Filosofía,2025-2,3,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,Historia de Cuba,2025-2,4,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,Metodología de la Investigación,2025-2,2,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,Idioma Inglés,2025-2,4,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0013,Educación Física,2025-2,5,4,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,Idioma Inglés,2025-2,4,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,Filosofía,2025-2,2,3,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,Educación Física,2025-2,5,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,Historia de Cuba,2025-2,4,3,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0014,Metodología de la Investigación,2025-2,4,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,Filosofía,2025-2,4,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,Idioma Inglés,2025-2,2,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,Metodología de la Investigación,2025-2,3,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,Educación Física,2025-2,4,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0015,Historia de Cuba,2025-2,3,4,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,Educación Física,2025-2,3,3,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,Filosofía,2025-2,4,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,Historia de Cuba,2025-2,4,4,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,Idioma Inglés,2025-2,3,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0016,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,Historia de Cuba,2025-2,4,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,Metodología de la Investigación,2025-2,3,2,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,Idioma Inglés,2025-2,3,3,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,Filosofía,2025-2,4,4,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0017,Educación Física,2025-2,2,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,Metodología de la Investigación,2025-2,2,4,Prof. Pérez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,Historia de Cuba,2025-2,2,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,Filosofía,2025-2,4,2,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,Idioma Inglés,2025-2,4,2,Prof. González
IFAL,Licenciatura en Farmacia,IFAL-LIC-0018,Educación Física,2025-2,5,4,Prof. Rodríguez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,Metodología de la Investigación,2025-2,4,2,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,Filosofía,2025-2,5,4,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,Historia de Cuba,2025-2,5,3,Prof. García
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,Educación Física,2025-2,4,3,Prof. Martínez
IFAL,Licenciatura en Farmacia,IFAL-LIC-0019,Idioma Inglés,2025-2,5,3,Prof. Martínez
